date,user_id,category,merchant,amount_inr,payment_method,is_recurring,recurring_code
20-05-2022,1001,Rent,ApartmentMgmt,14620.58,Credit Card,TRUE,RENT
20-05-2022,1001,Healthcare,Thyrocare,204.51,Debit Card,FALSE,
21-05-2022,1001,Groceries,BigBazaar,665.64,Credit Card,FALSE,
21-05-2022,1001,Entertainment,PVR,296.79,UPI,FALSE,
21-05-2022,1001,Utilities,ElectricityBoard,639.85,UPI,FALSE,
21-05-2022,1001,Travel,MakeMyTrip,867.47,NetBanking,FALSE,
21-05-2022,1001,Groceries,LocalKirana,273.9,UPI,FALSE,
22-05-2022,1001,Groceries,BigBazaar,647.67,Cash,FALSE,
22-05-2022,1001,Utilities,WaterWorks,695.91,Credit Card,FALSE,
22-05-2022,1001,Groceries,BigBazaar,687.37,Debit Card,FALSE,
22-05-2022,1001,Healthcare,CityHospital,441.94,UPI,FALSE,
23-05-2022,1001,Dining,CafeCoffeeDay,207.3,UPI,FALSE,
24-05-2022,1001,Miscellaneous,StationeryStore,118.27,Credit Card,FALSE,
24-05-2022,1001,Dining,Swiggy,290.64,Credit Card,FALSE,
24-05-2022,1001,Utilities,WaterWorks,303.25,Credit Card,FALSE,
25-05-2022,1001,Groceries,RelianceFresh,511.99,Credit Card,FALSE,
25-05-2022,1001,Transport,FuelStation,271.02,UPI,FALSE,
25-05-2022,1001,Groceries,LocalKirana,642.94,Cash,FALSE,
26-05-2022,1001,Groceries,DMart,595.67,UPI,FALSE,
27-05-2022,1001,Insurance,ICICIPrudential,2372.35,Credit Card,TRUE,INS
27-05-2022,1001,Entertainment,PlayStore,310.22,Credit Card,FALSE,
27-05-2022,1001,Transport,Uber,104.01,UPI,FALSE,
27-05-2022,1001,Rent,Landlord-RTGS,63.41,UPI,TRUE,RENT
27-05-2022,1001,Dining,Dominos,295.07,UPI,FALSE,
27-05-2022,1001,Miscellaneous,StationeryStore,116.44,UPI,FALSE,
27-05-2022,1001,Healthcare,CityHospital,124.15,Credit Card,FALSE,
28-05-2022,1001,Miscellaneous,Flipkart,126.07,UPI,FALSE,
29-05-2022,1001,Transport,Ola,109.2,Credit Card,FALSE,
29-05-2022,1001,Groceries,LocalKirana,705.06,Credit Card,FALSE,
29-05-2022,1001,Transport,Uber,155.64,UPI,FALSE,
30-05-2022,1001,Miscellaneous,Flipkart,50,Credit Card,FALSE,
30-05-2022,1001,Dining,Dominos,399.81,UPI,FALSE,
30-05-2022,1001,Utilities,Broadband ISP,824.96,Credit Card,FALSE,
30-05-2022,1001,Entertainment,PlayStore,300.64,NetBanking,FALSE,
30-05-2022,1001,Groceries,BigBazaar,368.48,UPI,FALSE,
31-05-2022,1001,Groceries,DMart,482.67,Credit Card,FALSE,
31-05-2022,1001,Dining,BarbequeNation,319.58,Credit Card,FALSE,
31-05-2022,1001,Education,Udemy,210.24,Cash,FALSE,
01-06-2022,1001,Healthcare,CityHospital,158.2,Credit Card,FALSE,
01-06-2022,1001,Miscellaneous,StationeryStore,155.78,UPI,FALSE,
01-06-2022,1001,Dining,CafeCoffeeDay,268.28,UPI,FALSE,
02-06-2022,1001,Groceries,RelianceFresh,706.12,Credit Card,FALSE,
02-06-2022,1001,Entertainment,Steam,173.74,Credit Card,FALSE,
03-06-2022,1001,Rent,Landlord-RTGS,20602.98,Bank Transfer,TRUE,RENT
03-06-2022,1001,Travel,OYO,658.36,UPI,FALSE,
04-06-2022,1001,Education,Coursera,430.07,Debit Card,FALSE,
04-06-2022,1001,Insurance,HDFCLife,3762.47,NetBanking,TRUE,INS
04-06-2022,1001,Groceries,DMart,276.01,Debit Card,FALSE,
04-06-2022,1001,Rent,Landlord-RTGS,22891.52,Credit Card,TRUE,RENT
04-06-2022,1001,Miscellaneous,Flipkart,50,UPI,FALSE,
05-06-2022,1001,Dining,CafeCoffeeDay,274.91,NetBanking,FALSE,
05-06-2022,1001,Miscellaneous,Flipkart,114.17,UPI,FALSE,
05-06-2022,1001,Travel,AirIndia,844.03,UPI,FALSE,
06-06-2022,1001,Education,Coursera,298.83,UPI,FALSE,
06-06-2022,1001,Groceries,RelianceFresh,359.72,Cash,FALSE,
06-06-2022,1001,Dining,CafeCoffeeDay,104.61,Debit Card,FALSE,
06-06-2022,1001,Transport,Uber,261.72,Credit Card,FALSE,
07-06-2022,1001,Dining,Swiggy,183.42,NetBanking,FALSE,
07-06-2022,1001,Groceries,RelianceFresh,574.68,Credit Card,FALSE,
08-06-2022,1001,Entertainment,BookMyShow,140.59,Credit Card,FALSE,
08-06-2022,1001,Groceries,DMart,822.55,Credit Card,FALSE,
08-06-2022,1001,Subscriptions,iCloud,299.82,UPI,TRUE,SUBS
08-06-2022,1001,Groceries,BigBazaar,126.5,UPI,FALSE,
08-06-2022,1001,Education,SkillShare,151.27,UPI,FALSE,
09-06-2022,1001,Groceries,LocalKirana,305.92,UPI,FALSE,
09-06-2022,1001,Miscellaneous,StationeryStore,50,NetBanking,FALSE,
10-06-2022,1001,Miscellaneous,StationeryStore,72.68,Credit Card,FALSE,
10-06-2022,1001,Dining,BarbequeNation,177.62,Credit Card,FALSE,
11-06-2022,1001,Utilities,WaterWorks,541.53,UPI,FALSE,
11-06-2022,1001,Dining,BarbequeNation,280.37,UPI,FALSE,
11-06-2022,1001,Groceries,DMart,586.25,NetBanking,FALSE,
11-06-2022,1001,Transport,Metro,177.41,Cash,FALSE,
12-06-2022,1001,Insurance,ICICIPrudential,2651.05,UPI,TRUE,INS
12-06-2022,1001,Groceries,DMart,331.14,UPI,FALSE,
12-06-2022,1001,Miscellaneous,StationeryStore,57.1,UPI,FALSE,
13-06-2022,1001,Groceries,RelianceFresh,368.99,UPI,FALSE,
14-06-2022,1001,Travel,IRCTC,874.15,NetBanking,FALSE,
14-06-2022,1001,Utilities,WaterWorks,580.59,UPI,FALSE,
14-06-2022,1001,Groceries,DMart,479.6,UPI,FALSE,
15-06-2022,1001,Groceries,RelianceFresh,66.97,UPI,FALSE,
15-06-2022,1001,Transport,Ola,292.46,UPI,FALSE,
15-06-2022,1001,Utilities,WaterWorks,490.84,Debit Card,FALSE,
16-06-2022,1001,Groceries,LocalKirana,613.88,UPI,FALSE,
17-06-2022,1001,Entertainment,Steam,265.37,Credit Card,FALSE,
17-06-2022,1001,Transport,Metro,262.32,UPI,FALSE,
18-06-2022,1001,Subscriptions,iCloud,94.4,Credit Card,TRUE,SUBS
18-06-2022,1001,Subscriptions,Netflix,421.42,Credit Card,TRUE,SUBS
18-06-2022,1001,Subscriptions,iCloud,49,Credit Card,TRUE,SUBS
18-06-2022,1001,Subscriptions,Spotify,344.23,Credit Card,TRUE,SUBS
18-06-2022,1001,Subscriptions,PrimeVideo,49,Credit Card,TRUE,SUBS
18-06-2022,1001,Groceries,BigBazaar,189.68,Credit Card,FALSE,
18-06-2022,1001,Subscriptions,iCloud,336.78,Credit Card,TRUE,SUBS
18-06-2022,1001,Groceries,BigBazaar,168.65,UPI,FALSE,
18-06-2022,1001,Miscellaneous,GiftShop,138.31,UPI,FALSE,
19-06-2022,1001,Miscellaneous,StationeryStore,101.03,UPI,FALSE,
19-06-2022,1001,Miscellaneous,StationeryStore,86.7,UPI,FALSE,
20-06-2022,1001,Groceries,DMart,416.86,Credit Card,FALSE,
20-06-2022,1001,Dining,Swiggy,223.43,UPI,FALSE,
20-06-2022,1001,Miscellaneous,GiftShop,86.15,Debit Card,FALSE,
20-06-2022,1001,Miscellaneous,Amazon,50,Credit Card,FALSE,
20-06-2022,1001,Healthcare,ApolloPharmacy,180.82,UPI,FALSE,
21-06-2022,1001,Entertainment,BookMyShow,218.58,NetBanking,FALSE,
21-06-2022,1001,Miscellaneous,GiftShop,69.12,Credit Card,FALSE,
22-06-2022,1001,Rent,Landlord-RTGS,50,UPI,TRUE,RENT
23-06-2022,1001,Groceries,LocalKirana,265.53,NetBanking,FALSE,
24-06-2022,1001,Miscellaneous,GiftShop,84.9,Credit Card,FALSE,
25-06-2022,1001,Miscellaneous,GiftShop,50,Cash,FALSE,
25-06-2022,1001,Dining,BarbequeNation,165.08,NetBanking,FALSE,
25-06-2022,1001,Healthcare,Thyrocare,477.76,UPI,FALSE,
25-06-2022,1001,Groceries,RelianceFresh,403.75,UPI,FALSE,
26-06-2022,1001,Rent,ApartmentMgmt,16565.26,Credit Card,TRUE,RENT
26-06-2022,1001,Utilities,ElectricityBoard,463.19,Debit Card,FALSE,
26-06-2022,1001,Travel,MakeMyTrip,315.9,UPI,FALSE,
27-06-2022,1001,Miscellaneous,Amazon,66.11,UPI,FALSE,
28-06-2022,1001,Insurance,ICICIPrudential,3816.62,UPI,TRUE,INS
28-06-2022,1001,Healthcare,ApolloPharmacy,311.93,NetBanking,FALSE,
28-06-2022,1001,Rent,Landlord-RTGS,28047.65,UPI,TRUE,RENT
29-06-2022,1001,Groceries,LocalKirana,415.54,NetBanking,FALSE,
29-06-2022,1001,Groceries,LocalKirana,510.34,Credit Card,FALSE,
29-06-2022,1001,Entertainment,PlayStore,257.23,UPI,FALSE,
30-06-2022,1001,Travel,IRCTC,1029.07,UPI,FALSE,
30-06-2022,1001,Transport,Ola,196.49,UPI,FALSE,
30-06-2022,1001,Dining,CafeCoffeeDay,294.49,Debit Card,FALSE,
01-07-2022,1001,Healthcare,CityHospital,68.08,Credit Card,FALSE,
01-07-2022,1001,Subscriptions,iCloud,420.77,UPI,TRUE,SUBS
01-07-2022,1001,Utilities,WaterWorks,507.28,Credit Card,FALSE,
01-07-2022,1001,Dining,Zomato,378.77,Debit Card,FALSE,
01-07-2022,1001,Transport,Uber,152.54,Credit Card,FALSE,
02-07-2022,1001,Utilities,Broadband ISP,434.99,UPI,FALSE,
03-07-2022,1001,Rent,Landlord-RTGS,23112.63,Bank Transfer,TRUE,RENT
03-07-2022,1001,Healthcare,ApolloPharmacy,290.39,Credit Card,FALSE,
04-07-2022,1001,Travel,IRCTC,879.98,UPI,FALSE,
05-07-2022,1001,Healthcare,CityHospital,277.04,Credit Card,FALSE,
06-07-2022,1001,Utilities,Broadband ISP,259.28,UPI,FALSE,
06-07-2022,1001,Education,LocalTutors,350.69,Debit Card,FALSE,
06-07-2022,1001,Education,LocalTutors,371.33,Credit Card,FALSE,
07-07-2022,1001,Dining,Swiggy,213.16,UPI,FALSE,
07-07-2022,1001,Miscellaneous,Flipkart,115.09,UPI,FALSE,
08-07-2022,1001,Rent,ApartmentMgmt,15342.29,NetBanking,TRUE,RENT
08-07-2022,1001,Transport,FuelStation,86.69,UPI,FALSE,
08-07-2022,1001,Groceries,BigBazaar,379.91,Credit Card,FALSE,
09-07-2022,1001,Utilities,Broadband ISP,296.86,UPI,FALSE,
09-07-2022,1001,Entertainment,BookMyShow,203.5,Credit Card,FALSE,
09-07-2022,1001,Dining,Swiggy,337.56,UPI,FALSE,
09-07-2022,1001,Miscellaneous,GiftShop,85.92,UPI,FALSE,
09-07-2022,1001,Miscellaneous,Amazon,71.8,Credit Card,FALSE,
09-07-2022,1001,Entertainment,Steam,228.5,UPI,FALSE,
09-07-2022,1001,Groceries,BigBazaar,246.04,UPI,FALSE,
10-07-2022,1001,Travel,MakeMyTrip,1574.2,UPI,FALSE,
10-07-2022,1001,Subscriptions,Netflix,204.5,NetBanking,TRUE,SUBS
10-07-2022,1001,Miscellaneous,Amazon,50,Credit Card,FALSE,
10-07-2022,1001,Insurance,ICICIPrudential,2787.7,UPI,TRUE,INS
10-07-2022,1001,Entertainment,Steam,184.98,UPI,FALSE,
11-07-2022,1001,Miscellaneous,GiftShop,121.4,UPI,FALSE,
12-07-2022,1001,Insurance,HDFCLife,3159.43,UPI,TRUE,INS
12-07-2022,1001,Rent,ApartmentMgmt,24437.32,Credit Card,TRUE,RENT
12-07-2022,1001,Miscellaneous,Flipkart,66.53,Credit Card,FALSE,
12-07-2022,1001,Groceries,DMart,395.59,UPI,FALSE,
12-07-2022,1001,Miscellaneous,Flipkart,50,UPI,FALSE,
12-07-2022,1001,Dining,CafeCoffeeDay,197.1,Credit Card,FALSE,
13-07-2022,1001,Groceries,BigBazaar,516.93,UPI,FALSE,
13-07-2022,1001,Healthcare,ApolloPharmacy,318.58,UPI,FALSE,
13-07-2022,1001,Entertainment,PVR,310.5,UPI,FALSE,
13-07-2022,1001,Groceries,DMart,506.64,Credit Card,FALSE,
13-07-2022,1001,Utilities,ElectricityBoard,343.29,Credit Card,FALSE,
14-07-2022,1001,Groceries,BigBazaar,560.75,UPI,FALSE,
14-07-2022,1001,Groceries,RelianceFresh,491.65,NetBanking,FALSE,
15-07-2022,1001,Groceries,DMart,652.75,Credit Card,FALSE,
16-07-2022,1001,Utilities,Broadband ISP,601.13,UPI,FALSE,
16-07-2022,1001,Entertainment,PlayStore,258.15,NetBanking,FALSE,
16-07-2022,1001,Utilities,Broadband ISP,809.39,Credit Card,FALSE,
16-07-2022,1001,Groceries,RelianceFresh,537.78,UPI,FALSE,
16-07-2022,1001,Groceries,BigBazaar,427.32,UPI,FALSE,
16-07-2022,1001,Dining,BarbequeNation,134.55,Credit Card,FALSE,
16-07-2022,1001,Groceries,LocalKirana,530.52,Cash,FALSE,
17-07-2022,1001,Miscellaneous,StationeryStore,173.45,UPI,FALSE,
17-07-2022,1001,Transport,Uber,121.73,UPI,FALSE,
17-07-2022,1001,Groceries,RelianceFresh,290.22,UPI,FALSE,
18-07-2022,1001,Subscriptions,YouTubePremium,326.96,Credit Card,TRUE,SUBS
18-07-2022,1001,Subscriptions,iCloud,231.31,Credit Card,TRUE,SUBS
18-07-2022,1001,Subscriptions,Spotify,49,Credit Card,TRUE,SUBS
18-07-2022,1001,Subscriptions,Netflix,327.82,Credit Card,TRUE,SUBS
18-07-2022,1001,Dining,Zomato,177.76,UPI,FALSE,
19-07-2022,1001,Insurance,LIC,1912.17,UPI,TRUE,INS
20-07-2022,1001,Education,LocalTutors,220.77,Credit Card,FALSE,
20-07-2022,1001,Utilities,Broadband ISP,423.66,Cash,FALSE,
21-07-2022,1001,Travel,IRCTC,860.67,UPI,FALSE,
22-07-2022,1001,Dining,Zomato,207.19,Cash,FALSE,
23-07-2022,1001,Entertainment,Steam,177.16,UPI,FALSE,
23-07-2022,1001,Transport,Uber,123.79,Credit Card,FALSE,
23-07-2022,1001,Utilities,Broadband ISP,427.27,Credit Card,FALSE,
23-07-2022,1001,Dining,Dominos,254.2,UPI,FALSE,
23-07-2022,1001,Dining,CafeCoffeeDay,165.85,Credit Card,FALSE,
24-07-2022,1001,Rent,ApartmentMgmt,19478.84,UPI,TRUE,RENT
24-07-2022,1001,Groceries,LocalKirana,518.29,UPI,FALSE,
25-07-2022,1001,Miscellaneous,StationeryStore,50,Credit Card,FALSE,
25-07-2022,1001,Miscellaneous,Flipkart,64.23,UPI,FALSE,
26-07-2022,1001,Healthcare,Thyrocare,228.78,UPI,FALSE,
26-07-2022,1001,Groceries,DMart,472.01,Credit Card,FALSE,
27-07-2022,1001,Transport,FuelStation,147.88,UPI,FALSE,
27-07-2022,1001,Travel,MakeMyTrip,1385.02,UPI,FALSE,
28-07-2022,1001,Utilities,ElectricityBoard,664.26,UPI,FALSE,
28-07-2022,1001,Travel,AirIndia,1219.75,UPI,FALSE,
29-07-2022,1001,Dining,Zomato,179.02,Cash,FALSE,
29-07-2022,1001,Travel,IRCTC,1526.28,UPI,FALSE,
30-07-2022,1001,Miscellaneous,GiftShop,125.82,Credit Card,FALSE,
30-07-2022,1001,Entertainment,PlayStore,264.52,NetBanking,FALSE,
30-07-2022,1001,Travel,OYO,571.95,UPI,FALSE,
30-07-2022,1001,Groceries,BigBazaar,651.18,Credit Card,FALSE,
30-07-2022,1001,Dining,Zomato,250.15,UPI,FALSE,
31-07-2022,1001,Healthcare,ApolloPharmacy,365.04,UPI,FALSE,
31-07-2022,1001,Miscellaneous,StationeryStore,122.77,Credit Card,FALSE,
31-07-2022,1001,Groceries,BigBazaar,372.95,UPI,FALSE,
31-07-2022,1001,Healthcare,Thyrocare,254.69,Credit Card,FALSE,
31-07-2022,1001,Rent,ApartmentMgmt,23383.53,Credit Card,TRUE,RENT
01-08-2022,1001,Groceries,DMart,787.14,UPI,FALSE,
01-08-2022,1001,Subscriptions,Spotify,164.81,UPI,TRUE,SUBS
01-08-2022,1001,Groceries,LocalKirana,589.7,NetBanking,FALSE,
02-08-2022,1001,Miscellaneous,GiftShop,109.02,Debit Card,FALSE,
02-08-2022,1001,Entertainment,BookMyShow,223.76,UPI,FALSE,
02-08-2022,1001,Dining,BarbequeNation,169.21,UPI,FALSE,
03-08-2022,1001,Rent,Landlord-RTGS,22823.02,Bank Transfer,TRUE,RENT
03-08-2022,1001,Transport,Metro,187.44,UPI,FALSE,
03-08-2022,1001,Groceries,BigBazaar,732.65,Credit Card,FALSE,
04-08-2022,1001,Miscellaneous,StationeryStore,99.45,NetBanking,FALSE,
04-08-2022,1001,Dining,Dominos,147.46,UPI,FALSE,
05-08-2022,1001,Dining,Dominos,192.42,UPI,FALSE,
06-08-2022,1001,Groceries,LocalKirana,585.18,UPI,FALSE,
06-08-2022,1001,Miscellaneous,Amazon,50,Credit Card,FALSE,
06-08-2022,1001,Groceries,BigBazaar,299,UPI,FALSE,
07-08-2022,1001,Miscellaneous,GiftShop,116.13,Credit Card,FALSE,
07-08-2022,1001,Transport,Metro,60.51,Cash,FALSE,
07-08-2022,1001,Healthcare,ApolloPharmacy,219.62,Debit Card,FALSE,
07-08-2022,1001,Entertainment,PVR,242.02,Cash,FALSE,
07-08-2022,1001,Insurance,ICICIPrudential,1783.91,NetBanking,TRUE,INS
08-08-2022,1001,Groceries,LocalKirana,402.56,UPI,FALSE,
09-08-2022,1001,Miscellaneous,GiftShop,61.58,Credit Card,FALSE,
09-08-2022,1001,Groceries,BigBazaar,250.27,UPI,FALSE,
10-08-2022,1001,Miscellaneous,Amazon,50,UPI,FALSE,
10-08-2022,1001,Groceries,RelianceFresh,499.66,Credit Card,FALSE,
10-08-2022,1001,Dining,CafeCoffeeDay,273.17,UPI,FALSE,
10-08-2022,1001,Groceries,LocalKirana,630.87,UPI,FALSE,
11-08-2022,1001,Miscellaneous,Amazon,66.49,Credit Card,FALSE,
12-08-2022,1001,Insurance,HDFCLife,2650.21,UPI,TRUE,INS
12-08-2022,1001,Utilities,WaterWorks,307.24,UPI,FALSE,
13-08-2022,1001,Miscellaneous,Amazon,64.4,UPI,FALSE,
13-08-2022,1001,Miscellaneous,Amazon,79.07,Credit Card,FALSE,
13-08-2022,1001,Groceries,RelianceFresh,694.98,UPI,FALSE,
13-08-2022,1001,Dining,CafeCoffeeDay,215.26,NetBanking,FALSE,
14-08-2022,1001,Groceries,LocalKirana,618.17,UPI,FALSE,
14-08-2022,1001,Miscellaneous,StationeryStore,90.47,UPI,FALSE,
14-08-2022,1001,Transport,Ola,167,UPI,FALSE,
15-08-2022,1001,Healthcare,CityHospital,210.55,Credit Card,FALSE,
15-08-2022,1001,Groceries,DMart,658.55,UPI,FALSE,
15-08-2022,1001,Transport,FuelStation,180.52,Credit Card,FALSE,
16-08-2022,1001,Utilities,GasCompany,796.24,UPI,FALSE,
17-08-2022,1001,Groceries,DMart,425.47,Credit Card,FALSE,
18-08-2022,1001,Subscriptions,Netflix,226.24,Credit Card,TRUE,SUBS
18-08-2022,1001,Subscriptions,YouTubePremium,313.52,Credit Card,TRUE,SUBS
18-08-2022,1001,Subscriptions,Spotify,126.38,Credit Card,TRUE,SUBS
18-08-2022,1001,Subscriptions,Spotify,177.82,Credit Card,TRUE,SUBS
18-08-2022,1001,Subscriptions,Spotify,156.51,Credit Card,TRUE,SUBS
18-08-2022,1001,Groceries,LocalKirana,214.12,Credit Card,FALSE,
19-08-2022,1001,Miscellaneous,Flipkart,124.8,UPI,FALSE,
20-08-2022,1001,Groceries,RelianceFresh,490.87,UPI,FALSE,
20-08-2022,1001,Transport,Metro,173.32,Credit Card,FALSE,
20-08-2022,1001,Healthcare,Thyrocare,438.14,Credit Card,FALSE,
20-08-2022,1001,Rent,Landlord-RTGS,22139.78,Credit Card,TRUE,RENT
20-08-2022,1001,Transport,Uber,140.91,UPI,FALSE,
20-08-2022,1001,Groceries,RelianceFresh,824.9,Credit Card,FALSE,
21-08-2022,1001,Subscriptions,Spotify,365.78,NetBanking,TRUE,SUBS
21-08-2022,1001,Transport,Ola,225.18,UPI,FALSE,
21-08-2022,1001,Dining,CafeCoffeeDay,312.95,Debit Card,FALSE,
21-08-2022,1001,Miscellaneous,Amazon,50,Cash,FALSE,
21-08-2022,1001,Entertainment,BookMyShow,148.44,UPI,FALSE,
22-08-2022,1001,Miscellaneous,StationeryStore,90.02,UPI,FALSE,
22-08-2022,1001,Groceries,BigBazaar,614.8,UPI,FALSE,
22-08-2022,1001,Travel,IndiGo,660.41,Credit Card,FALSE,
22-08-2022,1001,Insurance,LIC,50,UPI,TRUE,INS
23-08-2022,1001,Dining,CafeCoffeeDay,361.05,Credit Card,FALSE,
24-08-2022,1001,Education,LocalTutors,311.8,UPI,FALSE,
24-08-2022,1001,Miscellaneous,StationeryStore,60.41,Credit Card,FALSE,
25-08-2022,1001,Education,Udemy,282.1,UPI,FALSE,
25-08-2022,1001,Travel,OYO,857.85,Debit Card,FALSE,
25-08-2022,1001,Rent,Landlord-RTGS,21657.89,UPI,TRUE,RENT
25-08-2022,1001,Miscellaneous,StationeryStore,69.61,Credit Card,FALSE,
26-08-2022,1001,Miscellaneous,StationeryStore,77.38,NetBanking,FALSE,
26-08-2022,1001,Travel,AirIndia,50,UPI,FALSE,
26-08-2022,1001,Miscellaneous,GiftShop,90.58,UPI,FALSE,
26-08-2022,1001,Miscellaneous,Flipkart,55.26,UPI,FALSE,
27-08-2022,1001,Utilities,Broadband ISP,917.66,Credit Card,FALSE,
27-08-2022,1001,Rent,Landlord-RTGS,31593.82,UPI,TRUE,RENT
28-08-2022,1001,Travel,OYO,243.42,Debit Card,FALSE,
28-08-2022,1001,Entertainment,PVR,224.75,Debit Card,FALSE,
28-08-2022,1001,Subscriptions,Netflix,134.05,UPI,TRUE,SUBS
28-08-2022,1001,Groceries,DMart,518.77,Credit Card,FALSE,
28-08-2022,1001,Groceries,RelianceFresh,976.99,UPI,FALSE,
28-08-2022,1001,Dining,Swiggy,106.14,Credit Card,FALSE,
28-08-2022,1001,Groceries,RelianceFresh,356.71,Debit Card,FALSE,
29-08-2022,1001,Subscriptions,Spotify,186.57,UPI,TRUE,SUBS
29-08-2022,1001,Groceries,BigBazaar,642.68,Credit Card,FALSE,
30-08-2022,1001,Utilities,ElectricityBoard,789.3,UPI,FALSE,
30-08-2022,1001,Miscellaneous,StationeryStore,62.08,UPI,FALSE,
30-08-2022,1001,Insurance,ICICIPrudential,831.17,Credit Card,TRUE,INS
30-08-2022,1001,Subscriptions,YouTubePremium,339.38,UPI,TRUE,SUBS
31-08-2022,1001,Utilities,ElectricityBoard,723.6,UPI,FALSE,
31-08-2022,1001,Miscellaneous,Flipkart,134,Debit Card,FALSE,
31-08-2022,1001,Dining,Dominos,320.23,Cash,FALSE,
01-09-2022,1001,Groceries,RelianceFresh,62.42,UPI,FALSE,
01-09-2022,1001,Education,SkillShare,156.79,UPI,FALSE,
02-09-2022,1001,Dining,BarbequeNation,169.35,Debit Card,FALSE,
03-09-2022,1001,Rent,Landlord-RTGS,21575.7,Bank Transfer,TRUE,RENT
03-09-2022,1001,Rent,Landlord-RTGS,26652.35,UPI,TRUE,RENT
04-09-2022,1001,Healthcare,CityHospital,415.2,UPI,FALSE,
04-09-2022,1001,Transport,Ola,220.14,UPI,FALSE,
04-09-2022,1001,Groceries,BigBazaar,354.36,Credit Card,FALSE,
05-09-2022,1001,Utilities,GasCompany,565.85,NetBanking,FALSE,
06-09-2022,1001,Insurance,ICICIPrudential,4759.27,Credit Card,TRUE,INS
06-09-2022,1001,Transport,Uber,124.89,Debit Card,FALSE,
07-09-2022,1001,Groceries,RelianceFresh,364.47,Credit Card,FALSE,
08-09-2022,1001,Transport,Uber,190.97,UPI,FALSE,
08-09-2022,1001,Groceries,RelianceFresh,590.82,Credit Card,FALSE,
08-09-2022,1001,Rent,ApartmentMgmt,19002.42,UPI,TRUE,RENT
08-09-2022,1001,Dining,CafeCoffeeDay,186.8,Credit Card,FALSE,
09-09-2022,1001,Groceries,RelianceFresh,549.43,NetBanking,FALSE,
09-09-2022,1001,Travel,MakeMyTrip,1211.19,UPI,FALSE,
09-09-2022,1001,Education,Udemy,248.54,UPI,FALSE,
10-09-2022,1001,Dining,Zomato,503.54,UPI,FALSE,
10-09-2022,1001,Subscriptions,PrimeVideo,50,NetBanking,TRUE,SUBS
11-09-2022,1001,Groceries,LocalKirana,408.01,Credit Card,FALSE,
11-09-2022,1001,Entertainment,Steam,180.18,Debit Card,FALSE,
11-09-2022,1001,Groceries,LocalKirana,236.66,NetBanking,FALSE,
11-09-2022,1001,Healthcare,CityHospital,375.3,Credit Card,FALSE,
12-09-2022,1001,Insurance,HDFCLife,2960.69,UPI,TRUE,INS
12-09-2022,1001,Transport,Uber,116.78,NetBanking,FALSE,
12-09-2022,1001,Groceries,BigBazaar,192.65,UPI,FALSE,
13-09-2022,1001,Rent,ApartmentMgmt,28214.01,UPI,TRUE,RENT
14-09-2022,1001,Groceries,RelianceFresh,550.63,UPI,FALSE,
14-09-2022,1001,Miscellaneous,StationeryStore,50.05,UPI,FALSE,
15-09-2022,1001,Rent,Landlord-RTGS,11176.58,UPI,TRUE,RENT
15-09-2022,1001,Dining,CafeCoffeeDay,83.79,UPI,FALSE,
15-09-2022,1001,Miscellaneous,Amazon,85.06,UPI,FALSE,
16-09-2022,1001,Dining,Swiggy,75.28,NetBanking,FALSE,
16-09-2022,1001,Entertainment,PlayStore,193.87,UPI,FALSE,
17-09-2022,1001,Rent,ApartmentMgmt,12979.55,UPI,TRUE,RENT
17-09-2022,1001,Subscriptions,iCloud,447.74,Cash,TRUE,SUBS
17-09-2022,1001,Miscellaneous,Flipkart,123.35,Credit Card,FALSE,
17-09-2022,1001,Miscellaneous,StationeryStore,52.43,Credit Card,FALSE,
18-09-2022,1001,Subscriptions,YouTubePremium,388.37,Credit Card,TRUE,SUBS
18-09-2022,1001,Subscriptions,Spotify,479.08,Credit Card,TRUE,SUBS
18-09-2022,1001,Subscriptions,Netflix,124.54,Credit Card,TRUE,SUBS
18-09-2022,1001,Subscriptions,PrimeVideo,49,Credit Card,TRUE,SUBS
18-09-2022,1001,Utilities,Broadband ISP,239.28,UPI,FALSE,
18-09-2022,1001,Transport,Metro,232.67,NetBanking,FALSE,
19-09-2022,1001,Education,LocalTutors,148.39,UPI,FALSE,
19-09-2022,1001,Subscriptions,PrimeVideo,356.45,NetBanking,TRUE,SUBS
19-09-2022,1001,Dining,BarbequeNation,319.57,Debit Card,FALSE,
20-09-2022,1001,Subscriptions,PrimeVideo,357.85,UPI,TRUE,SUBS
21-09-2022,1001,Utilities,Broadband ISP,529.8,Credit Card,FALSE,
22-09-2022,1001,Transport,Metro,155.8,UPI,FALSE,
22-09-2022,1001,Miscellaneous,StationeryStore,50,Credit Card,FALSE,
23-09-2022,1001,Transport,Ola,124.28,UPI,FALSE,
23-09-2022,1001,Travel,AirIndia,915.14,UPI,FALSE,
24-09-2022,1001,Utilities,ElectricityBoard,781.8,Debit Card,FALSE,
25-09-2022,1001,Entertainment,PlayStore,263.24,UPI,FALSE,
25-09-2022,1001,Healthcare,CityHospital,172.88,Credit Card,FALSE,
25-09-2022,1001,Dining,Dominos,95.08,NetBanking,FALSE,
26-09-2022,1001,Groceries,DMart,597.49,NetBanking,FALSE,
26-09-2022,1001,Dining,Swiggy,391.82,UPI,FALSE,
26-09-2022,1001,Utilities,GasCompany,611,Debit Card,FALSE,
26-09-2022,1001,Groceries,BigBazaar,370.14,UPI,FALSE,
